model,video_id,frame_idx,inference_time_sec
minicpm45,CLIP4_reboot_bios,13,21.76
minicpm45,CLIP4_reboot_bios,14,37.69
minicpm45,CLIP4_reboot_bios,15,22.58
minicpm45,CLIP4_reboot_bios,16,20.22
minicpm45,CLIP4_reboot_bios,17,35.37
minicpm45,CLIP4_reboot_bios,18,22.52
minicpm45,CLIP4_reboot_bios,19,20.72
minicpm45,CLIP4_reboot_bios,2,31.22
minicpm45,CLIP4_reboot_bios,20,24.82
minicpm45,CLIP4_reboot_bios,21,21.74
minicpm45,CLIP4_reboot_bios,22,20.72
minicpm45,CLIP4_reboot_bios,23,20.73
minicpm45,CLIP4_reboot_bios,24,23.79
minicpm45,CLIP4_reboot_bios,25,25.07
minicpm45,CLIP4_reboot_bios,26,24.83
minicpm45,CLIP4_reboot_bios,27,19.45
minicpm45,CLIP4_reboot_bios,28,22.26
minicpm45,CLIP4_reboot_bios,29,23.29
minicpm45,CLIP4_reboot_bios,3,22.51
minicpm45,CLIP4_reboot_bios,30,22.26
minicpm45,CLIP4_reboot_bios,31,21.74
minicpm45,CLIP4_reboot_bios,32,22.51
minicpm45,CLIP4_reboot_bios,33,28.41
minicpm45,CLIP4_reboot_bios,34,30.47
minicpm45,CLIP4_reboot_bios,35,33.16
minicpm45,CLIP4_reboot_bios,36,28.76
minicpm45,CLIP4_reboot_bios,37,20.97
minicpm45,CLIP4_reboot_bios,38,25.16
minicpm45,CLIP4_reboot_bios,39,23.28
minicpm45,CLIP4_reboot_bios,4,19.18
minicpm45,CLIP4_reboot_bios,40,25.44
minicpm45,CLIP4_reboot_bios,41,23.74
minicpm45,CLIP4_reboot_bios,42,23.01
minicpm45,CLIP4_reboot_bios,43,136.5
minicpm45,CLIP4_reboot_bios,44,36.74
minicpm45,CLIP4_reboot_bios,45,28.64
minicpm45,CLIP4_reboot_bios,46,23.52
minicpm45,CLIP4_reboot_bios,47,26.77
minicpm45,CLIP4_reboot_bios,48,33.93
minicpm45,CLIP4_reboot_bios,49,19.88
minicpm45,CLIP4_reboot_bios,5,24.06
minicpm45,CLIP4_reboot_bios,50,16.69
minicpm45,CLIP4_reboot_bios,51,16.18
minicpm45,CLIP4_reboot_bios,52,16.18
minicpm45,CLIP4_reboot_bios,53,18.47
minicpm45,CLIP4_reboot_bios,54,25.59
minicpm45,CLIP4_reboot_bios,55,45.85
minicpm45,CLIP4_reboot_bios,56,26.36
minicpm45,CLIP4_reboot_bios,57,16.69
minicpm45,CLIP4_reboot_bios,58,20.75
minicpm45,CLIP4_reboot_bios,59,42.0
minicpm45,CLIP4_reboot_bios,6,22.77
minicpm45,CLIP4_reboot_bios,60,17.45
minicpm45,CLIP4_reboot_bios,61,19.94
minicpm45,CLIP4_reboot_bios,62,17.89
minicpm45,CLIP4_reboot_bios,63,29.67
minicpm45,CLIP4_reboot_bios,64,17.64
minicpm45,CLIP4_reboot_bios,65,17.89
minicpm45,CLIP4_reboot_bios,66,17.89
minicpm45,CLIP4_reboot_bios,67,23.26
minicpm45,CLIP4_reboot_bios,68,17.89
minicpm45,CLIP4_reboot_bios,69,17.89
minicpm45,CLIP4_reboot_bios,7,22.77
minicpm45,CLIP4_reboot_bios,70,19.93
minicpm45,CLIP4_reboot_bios,71,21.97
minicpm45,CLIP4_reboot_bios,72,22.5
minicpm45,CLIP4_reboot_bios,73,26.08
minicpm45,CLIP4_reboot_bios,74,30.18
minicpm45,CLIP4_reboot_bios,75,21.98
minicpm45,CLIP4_reboot_bios,76,25.81
minicpm45,CLIP4_reboot_bios,77,21.47
minicpm45,CLIP4_reboot_bios,78,23.76
minicpm45,CLIP4_reboot_bios,79,19.42
minicpm45,CLIP4_reboot_bios,8,26.46
minicpm45,CLIP4_reboot_bios,80,26.58
minicpm45,CLIP4_reboot_bios,81,41.51
minicpm45,CLIP4_reboot_bios,82,37.64
minicpm45,CLIP4_reboot_bios,83,19.98
minicpm45,CLIP4_reboot_bios,84,24.8
minicpm45,CLIP4_reboot_bios,85,21.79
minicpm45,CLIP4_reboot_bios,86,19.94
minicpm45,CLIP4_reboot_bios,87,21.98
minicpm45,CLIP4_reboot_bios,88,23.25
minicpm45,CLIP4_reboot_bios,89,22.23
minicpm45,CLIP4_reboot_bios,9,29.3
minicpm45,CLIP4_reboot_bios,90,34.55
minicpm45,CLIP4_reboot_bios,91,30.69
minicpm45,CLIP4_reboot_bios,92,27.35
minicpm45,CLIP4_reboot_bios,93,21.46
minicpm45,CLIP4_reboot_bios,94,22.23
minicpm45,CLIP4_reboot_bios,95,22.49
minicpm45,CLIP4_reboot_bios,96,36.09
minicpm45,CLIP4_reboot_bios,97,30.94
minicpm45,CLIP4_reboot_bios,98,21.46
minicpm45,CLIP4_reboot_bios,99,25.81
