model,video_id,frame_idx,pass,issues
minicpm45,CLIP4_reboot_bios,7,True,
minicpm45,CLIP4_reboot_bios,70,True,
minicpm45,CLIP4_reboot_bios,71,True,
minicpm45,CLIP4_reboot_bios,72,True,
minicpm45,CLIP4_reboot_bios,73,True,
minicpm45,CLIP4_reboot_bios,74,True,
minicpm45,CLIP4_reboot_bios,75,True,
minicpm45,CLIP4_reboot_bios,76,True,
minicpm45,CLIP4_reboot_bios,77,True,
minicpm45,CLIP4_reboot_bios,78,True,
minicpm45,CLIP4_reboot_bios,79,True,
minicpm45,CLIP4_reboot_bios,8,True,
minicpm45,CLIP4_reboot_bios,80,True,
minicpm45,CLIP4_reboot_bios,81,False,CONF_UNCERTAIN_MISMATCH
minicpm45,CLIP4_reboot_bios,82,True,
minicpm45,CLIP4_reboot_bios,83,True,
minicpm45,CLIP4_reboot_bios,84,True,
minicpm45,CLIP4_reboot_bios,85,True,
minicpm45,CLIP4_reboot_bios,86,True,
minicpm45,CLIP4_reboot_bios,87,True,
minicpm45,CLIP4_reboot_bios,88,True,
minicpm45,CLIP4_reboot_bios,89,True,
minicpm45,CLIP4_reboot_bios,9,True,
minicpm45,CLIP4_reboot_bios,90,True,
minicpm45,CLIP4_reboot_bios,91,True,
minicpm45,CLIP4_reboot_bios,92,True,
minicpm45,CLIP4_reboot_bios,93,True,
minicpm45,CLIP4_reboot_bios,94,True,
minicpm45,CLIP4_reboot_bios,95,True,
minicpm45,CLIP4_reboot_bios,96,True,
minicpm45,CLIP4_reboot_bios,97,True,
minicpm45,CLIP4_reboot_bios,98,True,
minicpm45,CLIP4_reboot_bios,99,True,
